RECIPIENT, DSWD, DOH, OCD, LGUs, NGO's, DEPED, DOLE,OP,DENR,PCSO,PRC,INGOs,DA,TOTAL
GRAND TOTAL,40735380.72,36423855.36,9012564.61,51374309.91,23138546.44,16758370,30000000,70000000,538164,35000000,12781744.20,8100000,22079317,355942252.24
